"created_at";"updated_at";"deleted_at";"name";"classification";"parse";"metaphone";"name_variations"
"";"";"";"ALCINO";"M";"ALCINO (AS)";"AS";"|ALCINO|ALCINOR|ELCINHO|ELCINO|"
"";"";"";"ALCIOMAR";"M";"ALCIOMAR (ASMR)";"ASMR";"|ALCIOMAR|ELCIOMAR|"
"";"";"";"ALCION";"M";"ALCION (ASM)";"ASM";"|ALCION|ELCION|"
"";"";"";"ALCIONE";"F";"ALCIONE (AS)";"AS";"|ALCIONE|ELCIONE|HELCIONE|ILCIONE|OLCIONE|"
"";"";"";"ALCIONEDE";"F";"ALCIONEDE (ASD)";"ASD";"|ALCIONEDE|"
"";"";"";"ALCIONI";"M";"ALCIONI (AS)";"AS";"|ALCIONEI|ALCIONI|ALCIONIR|ALCIONY|ELCIONI|"
"";"";"";"ALCIONEIA";"F";"ALCIONEIA (ASI)";"ASI";"|ALCIONEIA|"
"";"";"";"ALCIONEIDA";"F";"ALCIONEIDA (ASD)";"ASD";"|ALCIONEIDA|"
"";"";"";"ALCIONEIDE";"F";"ALCIONEIDE (ASD)";"ASD";"|ALCIONEIDE|"
"";"";"";"ALCIONES";"M";"ALCIONES (ASS)";"ASS";"|ALCIONES|"
"";"";"";"ALCIONETE";"F";"ALCIONETE (AST)";"AST";"|ALCIONETE|"
"";"";"";"ALCIONILDO";"M";"ALCIONILDO (ASD)";"ASD";"|ALCIONILDO|"
"";"";"";"ALCIONIO";"M";"ALCIONIO (AS)";"AS";"|ALCIONIO|"
"";"";"";"ALCIONIRA";"F";"ALCIONIRA (AS)";"AS";"|ALCIONIRA|"
"";"";"";"ALCIONOR";"M";"ALCIONOR (ASR)";"ASR";"|ALCIONO|ALCIONOR|"
"";"";"";"ALCIRA";"F";"ALCIRA (AS)";"AS";"|ALCIRA|ELCIRA|"
"";"";"";"ALCIRAN";"M";"ALCIRAN (ASM)";"ASM";"|ALCIRAN|"
"";"";"";"ALCIREMA";"F";"ALCIREMA (ASM)";"ASM";"|ALCIREMA|"
"";"";"";"ALCIRENE";"F";"ALCIRENE (AS)";"AS";"|ALCIRENE|ELCIRENE|"
"";"";"";"ALCIRES";"M";"ALCIRES (ASS)";"ASS";"|ALCIRES|"
"";"";"";"ALCIRIA";"F";"ALCIRIA (AS)";"AS";"|ALCIRIA|ELCIRIA|"
"";"";"";"ALCIRIO";"M";"ALCIRIO (AS)";"AS";"|ALCIRIO|"
"";"";"";"ALCIRLANDIA";"F";"ALCIRLANDIA (ASRlD)";"ASRlD";"|ALCIRLANDIA|"
"";"";"";"ALCIRLANE";"F";"ALCIRLANE (ASRl)";"ASRl";"|ALCIRLANE|"
"";"";"";"ALCIRLEI";"M";"ALCIRLEI (ASR)";"ASR";"|ALCIRLEI|ALCIRLEY|ELCIRLEI|"
"";"";"";"ALCIRLEIA";"F";"ALCIRLEIA (ASRI)";"ASRI";"|ALCIRLEIA|"
"";"";"";"ALCIRLEIDE";"F";"ALCIRLEIDE (ASRD)";"ASRD";"|ALCIRLEIDE|"
"";"";"";"ALCIRLENE";"F";"ALCIRLENE (ASR)";"ASR";"|ALCIRLENE|"
"";"";"";"ALCIRO";"M";"ALCIRO (AS)";"AS";"|ALCIRO|"
"";"";"";"ALCIS";"M";"ALCIS (ASS)";"ASS";"|ALCIS|ELKIS|"
"";"";"";"ALCISIO";"M";"ALCISIO (ASS)";"ASS";"|ALCISIO|ALCIZIO|"
"";"";"";"ALCISO";"M";"ALCISO (ASS)";"ASS";"|ALCISO|"
"";"";"";"ELCITA";"F";"ELCITA (IST)";"IST";"|ALCITA|ELCITA|"
"";"";"";"ALCIVALDO";"M";"ALCIVALDO (ASVD)";"ASVD";"|ALCIVALDO|ELCIVALDO|"
"";"";"";"ALCIVAN";"M";"ALCIVAN (ASVM)";"ASVM";"|ALCIVAM|ALCIVAN|ELCIVAN|"
"";"";"";"ALCIVANDO";"M";"ALCIVANDO (ASVD)";"ASVD";"|ALCIVANDO|"
"";"";"";"ALCIVANE";"F";"ALCIVANE (ASV)";"ASV";"|ALCIVANE|ELCIVANE|"
"";"";"";"ALCIVANIA";"F";"ALCIVANIA (ASV)";"ASV";"|ALCIVANIA|ELCIVANIA|"
"";"";"";"ALCIVANIO";"M";"ALCIVANIO (ASV)";"ASV";"|ALCIVANIO|"
"";"";"";"ALCIVIO";"M";"ALCIVIO (ASV)";"ASV";"|ALCIVIO|"
"";"";"";"ALCIVO";"M";"ALCIVO (ASV)";"ASV";"|ALCIVO|"
"";"";"";"ALCIVONE";"F";"ALCIVONE (ASV)";"ASV";"|ALCIVONE|"
"";"";"";"ALCIZA";"F";"ALCIZA (ASZ)";"ASZ";"|ALCISA|ALCIZA|"
"";"";"";"ALCLECIO";"M";"ALCLECIO (AKS)";"AKS";"|ALCLECIO|"
"";"";"";"ALCYONE";"F";"ALCYONE (AI)";"AI";"|ALCONE|ALCYONE|"
"";"";"";"ALDABERON";"M";"ALDABERON (ADBM)";"ADBM";"|ALDABERON|"
"";"";"";"ALDABERTO";"M";"ALDABERTO (ADBRT)";"ADBRT";"|ALDABERTO|"
"";"";"";"ALDACELIA";"F";"ALDACELIA (ADS)";"ADS";"|ALBACELIA|ALDACELIA|"
"";"";"";"ALDACILENE";"F";"ALDACILENE (ADS)";"ADS";"|ALDACILENE|"
"";"";"";"ALDACINO";"M";"ALDACINO (ADS)";"ADS";"|ALDACINO|"
"";"";"";"ALDACIRA";"F";"ALDACIRA (ADS)";"ADS";"|ALDACIRA|"
"";"";"";"ALDADINA";"F";"ALDADINA (ADD)";"ADD";"|ALDADINA|"
"";"";"";"ALDAGILSA";"F";"ALDAGILSA (ADJS)";"ADJS";"|ALDAGILSA|ALDAGILZA|"
"";"";"";"ALDAGISA";"F";"ALDAGISA (ADJS)";"ADJS";"|ALDAGISA|ALDAGIZA|ALDAJIZA|"
"";"";"";"ALDAIANA";"F";"ALDAIANA (ADI)";"ADI";"|ALDAIANA|"
"";"";"";"ALDAICE";"F";"ALDAICE (ADS)";"ADS";"|ALDAICE|"
"";"";"";"ALDAIDE";"F";"ALDAIDE (ADD)";"ADD";"|ALDAIDE|"
"";"";"";"ALDAIDES";"F";"ALDAIDES (ADDS)";"ADDS";"|ALDAIDES|"
"";"";"";"ILDEL";"M";"ILDEL (ID)";"ID";"|AILDIL|ALBEL|ALDAIL|ALDIEL|ILDEL|UELDEL|"
"";"";"";"ALDILA";"F";"ALDILA (ADl)";"ADl";"|ALDAILA|ALDILA|ALDILHA|"
"";"";"";"ALDEILSON";"M";"ALDEILSON (ADSM)";"ADSM";"|ALDAILSON|ALDEILSON|ALDELSON|ALDILSON|ELDILSON|"
"";"";"";"ALDAILTON";"M";"ALDAILTON (ADTM)";"ADTM";"|ALDAILTON|ALDEILTON|"
"";"";"";"ALDAIRA";"F";"ALDAIRA (AD)";"AD";"|ALDAIRA|"
"";"";"";"ALDAIRES";"F";"ALDAIRES (ADS)";"ADS";"|ALDAIRES|"
"";"";"";"ALDAIRIS";"F";"ALDAIRIS (ADS)";"ADS";"|ALDAIRIS|"
"";"";"";"ALDAISA";"F";"ALDAISA (ADS)";"ADS";"|ALDAISA|ALDAIZA|OLDAISA|"
"";"";"";"ALDAISE";"F";"ALDAISE (ADS)";"ADS";"|ALDAISE|ALDAIZE|"
"";"";"";"ALDALBERTO";"M";"ALDALBERTO (ADBRT)";"ADBRT";"|ALDALBERTO|HILDELBERTO|"
"";"";"";"ALDALEA";"F";"ALDALEA (AD)";"AD";"|ALDALEA|ALDILEA|"
"";"";"";"ALDILEIA";"F";"ALDILEIA (ADI)";"ADI";"|ALDALEIA|ALDELEIA|ALDILEIA|ELDILEIA|ILDILEIA|"
"";"";"";"ALDELENA";"F";"ALDELENA (AD)";"AD";"|ALDALENA|ALDELENA|ALDILENA|HILDELENA|ILDELENA|"
"";"";"";"ALDALUCIA";"F";"ALDALUCIA (ADlS)";"ADlS";"|ALBALUCIA|ALDALUCIA|ALDELUCIA|"
"";"";"";"ILDAMAR";"F";"ILDAMAR (IDMR)";"IDMR";"|ALDAMAR|HILDAMAR|ILDAMAR|"
"";"";"";"ILDAMARA";"F";"ILDAMARA (IDMR)";"IDMR";"|ALDAMARA|HILDAMARA|ILDAMARA|"
"";"";"";"ALDAMIR";"M";"ALDAMIR (ADMR)";"ADMR";"|ALDAMI|ALDAMIR|ILDAMIR|"
"";"";"";"ALDAMIRA";"F";"ALDAMIRA (ADM)";"ADM";"|ALDAMIRA|"
"";"";"";"ALDAMIRO";"M";"ALDAMIRO (ADM)";"ADM";"|ALDAMIRO|"
"";"";"";"ALDARA";"F";"ALDARA (ADR)";"ADR";"|ALDARA|ILDARA|"
"";"";"";"ALBARINA";"F";"ALBARINA (ABR)";"ABR";"|ALBARINA|ALDARINA|"
"";"";"";"ALDARIO";"M";"ALDARIO (ADR)";"ADR";"|ALDARIO|ILDARIO|"
"";"";"";"ALDARLENE";"F";"ALDARLENE (ADR)";"ADR";"|ALDARLENE|"
"";"";"";"ALDATIVA";"F";"ALDATIVA (ADTV)";"ADTV";"|ALDATIVA|"
"";"";"";"ALDEAN";"M";"ALDEAN (ADM)";"ADM";"|ALDEAM|ALDEAN|HILDEAN|ILDEAN|"
"";"";"";"ALDEANA";"F";"ALDEANA (AD)";"AD";"|ALDEANA|ILDEANA|"
"";"";"";"ALDEANGELA";"F";"ALDEANGELA (ADJl)";"ADJl";"|ALDEANGELA|"
"";"";"";"ALDEANI";"F";"ALDEANI (AD)";"AD";"|ALDEANI|"
"";"";"";"ALDEBARAN";"M";"ALDEBARAN (ADBRM)";"ADBRM";"|ALDEBARAN|"
"";"";"";"ALDEBARO";"M";"ALDEBARO (ADBR)";"ADBR";"|ALDEBARO|"
"";"";"";"HILDEBRANDO";"M";"HILDEBRANDO (IRD)";"IRD";"|ALDEBRANDO|ELDEBRANDO|HILDEBRANDO|ILDEBRANDO|"
"";"";"";"ALDECIANE";"F";"ALDECIANE (ADS)";"ADS";"|ALDECIANE|"
"";"";"";"ALDECIDES";"M";"ALDECIDES (ADSDS)";"ADSDS";"|ALDECIDES|"
"";"";"";"ALDECILIA";"F";"ALDECILIA (ADS)";"ADS";"|ALDECILIA|"
"";"";"";"ALDECIMAR";"M";"ALDECIMAR (ADSMR)";"ADSMR";"|ALDECIMAR|"
"";"";"";"ALDECINA";"F";"ALDECINA (ADS)";"ADS";"|ALDECINA|"
"";"";"";"ALDECINO";"M";"ALDECINO (ADS)";"ADS";"|ALDECINO|"
"";"";"";"ALDECIO";"M";"ALDECIO (ADS)";"ADS";"|ALBECIO|ALDECIO|ELDECIO|HILDECIO|ILDECIO|"
"";"";"";"ALDECIRA";"F";"ALDECIRA (ADS)";"ADS";"|ALDECIRA|"
"";"";"";"ALDECLEIDE";"F";"ALDECLEIDE (ADKD)";"ADKD";"|ALDECLEIDE|"
"";"";"";"ALDEENE";"F";"ALDEENE (AD)";"AD";"|ALDEENE|"
"";"";"";"ALDEFRAN";"M";"ALDEFRAN (ADFRM)";"ADFRM";"|ALDEFRAN|ILDEFRAN|"
"";"";"";"ALDEGUNDES";"M";"ALDEGUNDES (ADGDS)";"ADGDS";"|ALDEGUNDES|"
"";"";"";"ALDEIA";"F";"ALDEIA (ADI)";"ADI";"|ALDEIA|ILDEIA|"
"";"";"";"ALDICE";"F";"ALDICE (ADS)";"ADS";"|ALDEICE|ALDICE|ELDICE|"
"";"";"";"ALDEIDE";"F";"ALDEIDE (ADD)";"ADD";"|ALDEIDE|"
"";"";"";"ALDEIDES";"F";"ALDEIDES (ADDS)";"ADDS";"|ALDEIDES|ALDIDES|"
"";"";"";"ALDEILDA";"F";"ALDEILDA (ADD)";"ADD";"|ALDEILDA|"
"";"";"";"ALDEILDE";"F";"ALDEILDE (ADD)";"ADD";"|ALDEILDE|"
"";"";"";"ALDEILDES";"F";"ALDEILDES (ADDS)";"ADDS";"|ALDEILDES|"
"";"";"";"ALDEILDO";"M";"ALDEILDO (ADD)";"ADD";"|ALDEILDO|ULBALDO|"
"";"";"";"ALDEILZA";"F";"ALDEILZA (ADZ)";"ADZ";"|ALDAILZA|ALDEILZA|"
"";"";"";"ALDIRA";"F";"ALDIRA (AD)";"AD";"|ALDEIRA|ALDIRA|ELDIRA|"
"";"";"";"ALDEIRES";"F";"ALDEIRES (ADS)";"ADS";"|ALDEIRES|ALDIRES|"
"";"";"";"ALDEIRTON";"M";"ALDEIRTON (ADRTM)";"ADRTM";"|ALDEIRTON|"
"";"";"";"ALDEISE";"F";"ALDEISE (ADS)";"ADS";"|ALDEISE|ALDEIZE|"
"";"";"";"ALDIZIO";"M";"ALDIZIO (ADZ)";"ADZ";"|ALDEISIO|ALDISIO|ALDIZIO|"
"";"";"";"ALDEJAIR";"M";"ALDEJAIR (ADJR)";"ADJR";"|ALDEJAIR|"
"";"";"";"ALDEJAN";"M";"ALDEJAN (ADJM)";"ADJM";"|ALDEJAN|"
"";"";"";"ALDEJANE";"F";"ALDEJANE (ADJ)";"ADJ";"|ALDEJANE|HILDEJANE|ILDEJANE|"
"";"";"";"HILDEGAR";"F";"HILDEGAR (I)";"I";"|ALDEJAR|HILDEGAR|ILDEGAR|OLDEGAR|"
"";"";"";"ALDELAINE";"F";"ALDELAINE (ADl)";"ADl";"|ALDELAINE|ALDELIANE|ALDILAINE|ILDELAINE|"
"";"";"";"ALDELAN";"M";"ALDELAN (ADlM)";"ADlM";"|ALDELAN|ALDILAN|ILDELAN|"
"";"";"";"ALDELANDIA";"F";"ALDELANDIA (ADlD)";"ADlD";"|ALDELANDIA|"
"";"";"";"ALDELANE";"F";"ALDELANE (ADl)";"ADl";"|ALDELANE|ALDILANE|ELDELANE|ELDILANE|HILDELANE|ILDELANE|"
"";"";"";"ALDELANIA";"F";"ALDELANIA (ADl)";"ADl";"|ALDELANIA|ALDILANIA|ILDELANIA|"
"";"";"";"ALDILEIDE";"F";"ALDILEIDE (ADD)";"ADD";"|ALDELEIDE|ALDILEIDE|"
"";"";"";"ALDELICIA";"F";"ALDELICIA (ADS)";"ADS";"|ALDALICIA|ALDELICIA|"
"";"";"";"ALDELICIO";"M";"ALDELICIO (ADS)";"ADS";"|ALDELICIO|"
"";"";"";"ALDELINE";"F";"ALDELINE (AD)";"AD";"|ALDALINE|ALDELINE|"
"";"";"";"ALDELIRA";"F";"ALDELIRA (AD)";"AD";"|ALDELIRA|"
"";"";"";"ALDELISE";"F";"ALDELISE (ADS)";"ADS";"|ALDELISE|"
"";"";"";"ELDEN";"M";"ELDEN (IDM)";"IDM";"|ALDEM|ALDEN|ELBEM|ELBEN|ELDEM|ELDEN|HELDEN|ILDEN|UELDEN|"
"";"";"";"ALDEMAN";"M";"ALDEMAN (ADMM)";"ADMM";"|ALDEMAN|"
"";"";"";"ALDEMARA";"F";"ALDEMARA (ADMR)";"ADMR";"|ALDEMARA|HILDEMARA|ILDEMARA|"
"";"";"";"ALDEMARIA";"F";"ALDEMARIA (ADMR)";"ADMR";"|ALDEMARIA|ILDEMARIA|"
"";"";"";"ALDEMARINA";"F";"ALDEMARINA (ADMR)";"ADMR";"|ALDEMARINA|"
"";"";"";"ALDEMARIO";"M";"ALDEMARIO (ADMR)";"ADMR";"|ALDEMARIO|HILDEMARIO|ILDEMARIO|"
"";"";"";"HILDEMBERG";"M";"HILDEMBERG (IBR)";"IBR";"|ALDEMBERG|HILDEMBERG|ILDEMBERG|"
"";"";"";"ALDEMICIO";"M";"ALDEMICIO (ADMS)";"ADMS";"|ALDEMICIO|"
"";"";"";"ALDEMILSON";"M";"ALDEMILSON (ADMSM)";"ADMSM";"|ALDEMILSON|"
"";"";"";"ALDEMILTON";"M";"ALDEMILTON (ADMTM)";"ADMTM";"|ALDEMILTON|"
"";"";"";"ALDEMIO";"M";"ALDEMIO (ADM)";"ADM";"|ALDEMIO|"
"";"";"";"ALDEMIRA";"F";"ALDEMIRA (ADM)";"ADM";"|ALDEMIRA|ELDEMIRA|ILDEMIRA|OLDEMIRA|"
"";"";"";"ALDEMIRES";"F";"ALDEMIRES (ADMS)";"ADMS";"|ALDEMIRES|"
"";"";"";"ALDEMIRIA";"F";"ALDEMIRIA (ADM)";"ADM";"|ALDEMIRIA|"
"";"";"";"ALDEMIRO";"M";"ALDEMIRO (ADM)";"ADM";"|ALDEMIRO|"
"";"";"";"ALDEMIZA";"F";"ALDEMIZA (ADMZ)";"ADMZ";"|ALDEMISA|ALDEMIZA|"
"";"";"";"ALDENEIA";"F";"ALDENEIA (ADI)";"ADI";"|ALDENEIA|ILDENEIA|"
"";"";"";"ALDENETE";"F";"ALDENETE (ADT)";"ADT";"|ALDENETE|ILDENETE|"
"";"";"";"ALDENIAS";"M";"ALDENIAS (ADS)";"ADS";"|ALDENIAS|"
"";"";"";"ALDENICI";"F";"ALDENICI (ADS)";"ADS";"|ALDENICI|"
"";"";"";"ALDENICIA";"F";"ALDENICIA (ADS)";"ADS";"|ALDENICIA|"
"";"";"";"ALDENILCE";"F";"ALDENILCE (ADS)";"ADS";"|ALDENILCE|"
"";"";"";"ALDENILDE";"F";"ALDENILDE (ADD)";"ADD";"|ALDENILDE|ILDENILDE|"
"";"";"";"ALDENILO";"M";"ALDENILO (ADl)";"ADl";"|ALDENILO|"
"";"";"";"ALDENILTON";"M";"ALDENILTON (ADTM)";"ADTM";"|ALDENILTON|"
"";"";"";"ALDENILZA";"F";"ALDENILZA (ADZ)";"ADZ";"|ALDENILSA|ALDENILZA|"
"";"";"";"ALDENIRES";"F";"ALDENIRES (ADS)";"ADS";"|ALDENIRES|"
"";"";"";"ALDENIRIA";"F";"ALDENIRIA (AD)";"AD";"|ALDENIRIA|"
"";"";"";"ALDENIRO";"M";"ALDENIRO (AD)";"AD";"|ALDENIRO|"
"";"";"";"ALDENISON";"M";"ALDENISON (ADSM)";"ADSM";"|ALDENISON|"
"";"";"";"ALDENISSE";"F";"ALDENISSE (ADS)";"ADS";"|ALDENISSE|"
"";"";"";"ALDENITO";"M";"ALDENITO (ADT)";"ADT";"|ALBENITO|ALDENITO|"
"";"";"";"ALDENIVIA";"F";"ALDENIVIA (ADV)";"ADV";"|ALDENIVIA|"
"";"";"";"ALDENIZI";"F";"ALDENIZI (ADZ)";"ADZ";"|ALDENISI|ALDENIZI|"
"";"";"";"ALDENON";"M";"ALDENON (ADM)";"ADM";"|ALDENON|"
"";"";"";"ALDENORA";"F";"ALDENORA (ADR)";"ADR";"|ALDENORA|ELDENORA|HILDENORA|ILDENORA|"
"";"";"";"ALDENOURA";"F";"ALDENOURA (ADR)";"ADR";"|ALDENOURA|"
"";"";"";"ALDEON";"M";"ALDEON (ADM)";"ADM";"|ALDEON|ILDEON|"
"";"";"";"ALDEONE";"M";"ALDEONE (AD)";"AD";"|ALDEONE|ILDEONE|"
"";"";"";"ALBERAN";"M";"ALBERAN (ABM)";"ABM";"|ALBERAN|ALDERAN|"
"";"";"";"ALDERANO";"M";"ALDERANO (AD)";"AD";"|ALDERANO|"
"";"";"";"ALDERIANA";"F";"ALDERIANA (AD)";"AD";"|ALDERIANA|"
"";"";"";"ALDERIANE";"F";"ALDERIANE (AD)";"AD";"|ALDERIANE|"
"";"";"";"ALDERIGE";"M";"ALDERIGE (ADJ)";"ADJ";"|ALDERIGE|"
"";"";"";"ALDERINDA";"F";"ALDERINDA (ADD)";"ADD";"|ALBERINDA|ALDERINDA|"
"";"";"";"ALDERITE";"F";"ALDERITE (ADT)";"ADT";"|ALDERITE|"
"";"";"";"ALDERIVA";"F";"ALDERIVA (ADV)";"ADV";"|ALDERIVA|"
"";"";"";"ALDERIVAN";"M";"ALDERIVAN (ADVM)";"ADVM";"|ALDERIVAN|"
"";"";"";"ALDERLEIA";"F";"ALDERLEIA (ADRI)";"ADRI";"|ALDERLEIA|"
"";"";"";"ALDERMAR";"M";"ALDERMAR (ADRMR)";"ADRMR";"|ALDERMAR|"
"";"";"";"ALDEZIR";"M";"ALDEZIR (ADZR)";"ADZR";"|ALDESI|ALDESIR|ALDEZI|ALDEZIR|"
"";"";"";"ALDESIO";"M";"ALDESIO (ADS)";"ADS";"|ALDESIO|ALDEZIO|ELDESIO|ILDESIO|"
"";"";"";"ALDESON";"M";"ALDESON (ADSM)";"ADSM";"|ALDESON|ELBESON|ELDESON|HILDESON|ILDESON|"
"";"";"";"ALDESSON";"M";"ALDESSON (ADS)";"ADS";"|ALDESSON|"
"";"";"";"ALDETI";"F";"ALDETI (ADT)";"ADT";"|ALBETI|ALDETI|HILDETI|ILDETI|"
"";"";"";"ALBETINA";"F";"ALBETINA (ABT)";"ABT";"|ALBETINA|ALDETINA|ILDETINA|"
"";"";"";"ALDEVAIR";"M";"ALDEVAIR (ADVR)";"ADVR";"|ALDEVAIR|"
"";"";"";"ALDEVAN";"M";"ALDEVAN (ADVM)";"ADVM";"|ALDEVAM|ALDEVAN|ELDEVAN|HILDEVAN|ILDEVAM|ILDEVAN|"
"";"";"";"ALDEVANDO";"M";"ALDEVANDO (ADVD)";"ADVD";"|ALDEVANDO|ILDEVANDO|"
"";"";"";"ALDEVANE";"F";"ALDEVANE (ADV)";"ADV";"|ALDEVANE|ILDEVANE|"
"";"";"";"ALDEVANI";"F";"ALDEVANI (ADV)";"ADV";"|ALDEVANI|ILDEVANI|"
"";"";"";"ALDEVANIO";"M";"ALDEVANIO (ADV)";"ADV";"|ALDEVANIO|ILDEVANIO|"
"";"";"";"ALDEVAR";"M";"ALDEVAR (ADVR)";"ADVR";"|ALDEVAR|ILDEVAR|"
"";"";"";"ALDEVINA";"F";"ALDEVINA (ADV)";"ADV";"|ALDEVINA|"
"";"";"";"ALDEVINO";"M";"ALDEVINO (ADV)";"ADV";"|ALDEVINO|"
"";"";"";"ALDEVIO";"M";"ALDEVIO (ADV)";"ADV";"|ALDEVIO|"
"";"";"";"ALDEVIR";"M";"ALDEVIR (ADVR)";"ADVR";"|ALDEVI|ALDEVIR|ELDEVIR|"
"";"";"";"ALDEZINO";"M";"ALDEZINO (ADZ)";"ADZ";"|ALDEZINO|"
"";"";"";"ALDEZIRA";"F";"ALDEZIRA (ADZ)";"ADZ";"|ALDEZIRA|"
"";"";"";"ALDEZIRO";"M";"ALDEZIRO (ADZ)";"ADZ";"|ALDEZIRO|"
"";"";"";"ALDIAN";"M";"ALDIAN (ADM)";"ADM";"|ALDIAN|"
"";"";"";"ALDICEA";"F";"ALDICEA (ADS)";"ADS";"|ALDICEA|"
"";"";"";"ALDICEIA";"F";"ALDICEIA (ADSI)";"ADSI";"|ALDICEIA|ELDICEIA|ILDICEIA|"
"";"";"";"ALDICELIA";"F";"ALDICELIA (ADS)";"ADS";"|ALDICELIA|"
"";"";"";"ALDICELIO";"M";"ALDICELIO (ADS)";"ADS";"|ALDICELIO|"
"";"";"";"ALDICEU";"M";"ALDICEU (ADS)";"ADS";"|ALDICEU|"
"";"";"";"ALDICILENE";"F";"ALDICILENE (ADS)";"ADS";"|ALDICILENE|"
"";"";"";"ALDICIO";"M";"ALDICIO (ADS)";"ADS";"|ALDICIO|ELDICIO|"
"";"";"";"ALDICLEI";"M";"ALDICLEI (ADK)";"ADK";"|ALDICLEI|"
"";"";"";"ALDICLEIA";"F";"ALDICLEIA (ADKI)";"ADKI";"|ALDICLEIA|"
"";"";"";"ALDICLEIDE";"F";"ALDICLEIDE (ADKD)";"ADKD";"|ALDICLEIDE|"
"";"";"";"ALDIER";"M";"ALDIER (ADR)";"ADR";"|ALDIE|ALDIER|"
"";"";"";"ALBIERE";"M";"ALBIERE (AB)";"AB";"|ALBIERE|ALDIERE|"
"";"";"";"ALDIERES";"M";"ALDIERES (ADS)";"ADS";"|ALDIERES|"
"";"";"";"ALBIERI";"M";"ALBIERI (AB)";"AB";"|ALBIERI|ALDIERI|"
"";"";"";"ALDIERIS";"M";"ALDIERIS (ADS)";"ADS";"|ALDIERIS|"
"";"";"";"ALDIFRAN";"M";"ALDIFRAN (ADFRM)";"ADFRM";"|ALDIFRAN|"
"";"";"";"ALDIJANE";"F";"ALDIJANE (ADJ)";"ADJ";"|ALDIJANE|"
"";"";"";"ALDILENO";"M";"ALDILENO (AD)";"AD";"|ALDILENO|"
"";"";"";"ALDALETE";"F";"ALDALETE (ADT)";"ADT";"|ALDALETE|ALDILETE|"
"";"";"";"ALDILON";"M";"ALDILON (ADlM)";"ADlM";"|ALDILON|OLDILON|"
"";"";"";"ALDIMARA";"F";"ALDIMARA (ADMR)";"ADMR";"|ALDIMARA|ELDIMARA|ILDIMARA|"
"";"";"";"ALDIMEIRE";"F";"ALDIMEIRE (ADM)";"ADM";"|ALDIMEIRE|"
"";"";"";"ALDIMIR";"M";"ALDIMIR (ADMR)";"ADMR";"|ALDIMIR|ELDIMIR|"
"";"";"";"ALDIMIRA";"F";"ALDIMIRA (ADM)";"ADM";"|ALDIMIRA|"
"";"";"";"ALDIMIRO";"M";"ALDIMIRO (ADM)";"ADM";"|ALDIMIRO|"
"";"";"";"ALDINAIR";"F";"ALDINAIR (ADR)";"ADR";"|ALDINAIR|"
"";"";"";"ALDINALDO";"M";"ALDINALDO (ADD)";"ADD";"|ALDINALDO|"
"";"";"";"ALDINAN";"M";"ALDINAN (ADM)";"ADM";"|ALDINAN|"
"";"";"";"ALDINEA";"F";"ALDINEA (AD)";"AD";"|ALDINEA|"
"";"";"";"ALDINEIDE";"F";"ALDINEIDE (ADD)";"ADD";"|ALDINEIDE|ELDINEIDE|ILDINEIDE|"
"";"";"";"ALDINEIS";"M";"ALDINEIS (ADS)";"ADS";"|ALDINEIS|"
"";"";"";"ALDINES";"F";"ALDINES (ADS)";"ADS";"|ALDINES|ALDINEZ|"
"";"";"";"ALDINETO";"M";"ALDINETO (ADT)";"ADT";"|ALDINETO|"
"";"";"";"ALDINIRA";"F";"ALDINIRA (AD)";"AD";"|ALDINIRA|"
"";"";"";"ALDIONE";"F";"ALDIONE (AD)";"AD";"|ALDIONE|ELDIONE|"
"";"";"";"ALDIONES";"M";"ALDIONES (ADS)";"ADS";"|ALDIONES|"
"";"";"";"ALDIONOR";"M";"ALDIONOR (ADR)";"ADR";"|ALDIONOR|"
"";"";"";"ALDIRENE";"F";"ALDIRENE (AD)";"AD";"|ALDIRENE|ELDIRENE|ILDIRENE|"
"";"";"";"ALDIRIA";"F";"ALDIRIA (AD)";"AD";"|ALDIRIA|"
"";"";"";"ALDIRIO";"M";"ALDIRIO (AD)";"AD";"|ALDIRIO|"
"";"";"";"ALDIRO";"M";"ALDIRO (AD)";"AD";"|ALDIRO|"
"";"";"";"ALDIRON";"M";"ALDIRON (ADM)";"ADM";"|ALDIRON|"
"";"";"";"ALDIZIA";"F";"ALDIZIA (ADZ)";"ADZ";"|ALDISIA|ALDIZIA|"
"";"";"";"ALDISSON";"M";"ALDISSON (ADS)";"ADS";"|ALDISSON|"
"";"";"";"ELDITE";"F";"ELDITE (IDT)";"IDT";"|ALDITE|ELDITE|"
"";"";"";"ALDIVA";"F";"ALDIVA (ADV)";"ADV";"|ALDIVA|ALDIVAR|ELDIVA|"
"";"";"";"ALDIVALDO";"M";"ALDIVALDO (ADVD)";"ADVD";"|ALDIVALDO|"
"";"";"";"ALDIVAN";"M";"ALDIVAN (ADVM)";"ADVM";"|ALDIVAM|ALDIVAN|ELDIVAN|ILDIVAN|"
"";"";"";"ALDIVANE";"F";"ALDIVANE (ADV)";"ADV";"|ALDIVANE|"
"";"";"";"ALDIVANI";"F";"ALDIVANI (ADV)";"ADV";"|ALDIVANI|"
"";"";"";"ALDIVANIA";"F";"ALDIVANIA (ADV)";"ADV";"|ALDIVANIA|ELDIVANIA|ILDIVANIA|"
"";"";"";"ALDIVANIO";"M";"ALDIVANIO (ADV)";"ADV";"|ALDIVANIO|"
