name,classification,parse,name_variations
CASSANDRA,F,CASSANDRA (KSDR),|CASSANDRA|KASSANDRA|
CASSANDRO,M,CASSANDRO (KSDR),|CASSANDRO|KASSANDRO|
CASSEANE,F,CASSEANE (KS),|CASSEANE|
CASSEMIRA,F,CASSEMIRA (KS),|CASSEMIRA|
CASSEMIRO,M,CASSEMIRO (KS),|CASSEMIRO|
KASSEM,M,KASSEM (KS),|CASSEN|KASSEM|KASSEN|
CASSI,F,CASSI (KS),|CASSI|CASSY|KASSI|KASSY|
CASSIA,F,CASSIA (KS),|CASSIA|CASSYA|KASSIA|KASSYA|
CASSIAN,M,CASSIAN (KSM),|CASSIAN|
CASSIANA,F,CASSIANA (KS),|CASSIANA|KASSIANA|
CASSIANDRA,F,CASSIANDRA (KSR),|CASSIANDRA|
CASSIANE,F,CASSIANE (KS),|CASSIANE|CASSIANNE|CASSYANE|KASSIANE|KASSYANE|
CASSIANI,F,CASSIANI (KS),|CASSIANI|CASSIANY|KASSIANI|KASSIANY|
CASSIANO,M,CASSIANO (KS),|CASSIANO|KASSIANO|KASSYANO|
CASSIARA,F,CASSIARA (KSR),|CASSIARA|KASSIARA|
CASSIDA,F,CASSIDA (KS),|CASSIDA|
CASSIE,F,CASSIE (KS),|CASSIE|
CASSIEL,M,CASSIEL (KS),|CASSIEL|CASSIL|KASSIEL|
CASSIELE,F,CASSIELE (KS),|CASSIELE|KASSIELE|
CASSIELEN,F,CASSIELEN (KSM),|CASSIELEM|CASSIELEN|KASSIELEN|
CASSIELI,F,CASSIELI (KS),|CASSIELI|CASSIELY|KASSIELI|KASSIELY|
CASSIENE,F,CASSIENE (KS),|CASSIENE|KASSIENE|
CASSILA,F,CASSILA (KS),|CASSILA|KASSILA|
CASSILANDIA,F,CASSILANDIA (KSD),|CASSILANDIA|
CASSILANE,F,CASSILANE (KS),|CASSILANE|KASSILANE|
CASSILDA,F,CASSILDA (KSD),|CASSILDA|KASSILDA|
CASSILDO,M,CASSILDO (KSD),|CASSILDO|
CASSILEIA,F,CASSILEIA (KS),|CASSILEIA|
CASSILENE,F,CASSILENE (KS),|CASSILENE|KASSILENE|
CASSILIA,F,CASSILIA (KS),|CASSILIA|
CASSIMIRA,F,CASSIMIRA (KS),|CASSIMIRA|
CASSIMIRO,M,CASSIMIRO (KS),|CASSIMIRO|KASSIMIRO|
CASSINA,F,CASSINA (KS),|CASSINA|
CASSINEIDE,F,CASSINEIDE (KSD),|CASSINEIDE|
CASSINELI,F,CASSINELI (KS),|CASSINELI|
CASSIO,M,CASSIO (KS),|CASSIO|KASSIO|
CASSIOMAR,M,CASSIOMAR (KSMR),|CASSIOMAR|
CASSIONE,F,CASSIONE (KS),|CASSIONE|
CASSIONILIA,F,CASSIONILIA (KS),|CASSIONILIA|
CASSIOS,M,CASSIOS (KSS),|CASSIOS|KASSIOS|
CASSIRA,F,CASSIRA (KS),|CASSIRA|
CASSIUDA,F,CASSIUDA (KSD),|CASSIUDA|
CASSIUS,M,CASSIUS (KSS),|CASSIUS|CASSYUS|KASSIUS|
KASSYO,M,KASSYO (KSI),|CASSO|CASSYO|KASSYO|
CASTALIA,F,CASTALIA (KST),|CASTALIA|
CASTELAR,M,CASTELAR (KSTlR),|CASTELAR|
CASTILHO,M,CASTILHO (KST1),|CASTELO|CASTILHO|
CASTER,M,CASTER (KSTR),|CASTER|
CASTILIO,M,CASTILIO (KST),|CASTILIO|
CASTOR,M,CASTOR (KSTR),|CASTOR|
CASTORINA,F,CASTORINA (KSTR),|CASTORINA|
CASTORINO,M,CASTORINO (KSTR),|CASTORINO|
CASTRO,M,CASTRO (KSTR),|CASTRO|
CASTURINA,F,CASTURINA (KSTR),|CASTURINA|
CASTURINO,M,CASTURINO (KSTR),|CASTURINO|
KAZUE,F,KAZUE (KZ),|CASUE|CAZUE|KASUE|KAZUE|
CAZUZA,M,CAZUZA (KZZ),|CASUSA|CASUZA|CAZUSA|CAZUZA|
CATALINA,F,CATALINA (KT),|CATALINA|CATOLINA|CATULINA|KATALINA|
KATELINE,F,KATELINE (KT),|CATALINE|CATELINE|CATOLINE|KATALINE|KATELINE|KATHELINE|KATIALINE|KATLINE|
CATULINO,M,CATULINO (KT),|CATALINO|CATOLINO|CATULINO|
CATAO,M,CATAO (KT),|CATAO|
CATARI,F,CATARI (KTR),|CATARI|
CATARINA,F,CATARINA (KTR),|CATARINA|CATHARINA|KATARINA|KATARYNA|KATHARINA|KATHARYNA|
CATARINE,F,CATARINE (KTR),|CATARINE|CATHARINE|KATARINE|KATARINNE|KATARYNE|KATHARINE|KATHARINNE|KATHARYNE|
KATARINY,F,KATARINY (KTRI),|CATARINI|CATARINY|KATARINI|KATARINY|KATHARINY|
CATARINO,M,CATARINO (KTR),|CATARINO|KATARINO|
KATCILENE,F,KATCILENE (KTS),|CATCILENE|KATCILENE|
KATEA,F,KATEA (KT),|CATEA|KATEA|
CATERINA,F,CATERINA (KT),|CATERINA|CATHERINA|KATERINA|KATHERINA|
CATERINE,F,CATERINE (KT),|CATERINE|CATHERINE|CATHERINNE|CATHERYNE|KATERINE|KATERYNE|KATHERINE|KATHERINNE|KATHERYNE|
KATERINI,F,KATERINI (KT),|CATERINI|CATHERINI|KATERINI|KATERINY|KATHERINI|KATHERINY|
KATIA,F,KATIA (KT),|CATHIA|CATHYA|CATIA|CATYA|KATHIA|KATHYA|KATIA|KATYA|KHATIA|
KATIANE,F,KATIANE (KT),|CATHIANE|CATIANE|CATIANNE|CATYANE|KATHIANE|KATHIANNE|KATHYANE|KATHYANNE|KATIANE|KATIANNE|KATYANE|KATYANNE|
KATHLEEN,F,KATHLEEN (KTM),|CATHLEEN|KATELEEN|KATHALEEN|KATHELEEN|KATHLEEM|KATHLEEN|KATHYLEEN|KATLEEN|KATLHEEN|
KATLEN,F,KATLEN (KTM),|CATELEN|CATHLEN|CATIELEN|CATLEN|KATELEM|KATELEN|KATHALEN|KATHELEM|KATHELEN|KATHILEN|KATHLEM|KATHLEN|KATHLENN|KATHYLEN|KATIELEM|KATIELEN|KATILEN|KATLEM|KATLEN|KATLHEN|KATYLEN|KHATLEN|
KATRINE,F,KATRINE (KTR),|CATHRINE|CATRINE|KATHRINE|KATRINE|KATRINNE|KATRYNE|KATRYNNE|
KATY,F,KATY (KTI),|CATHY|CATI|CATY|KATHI|KATHY|KATI|KATY|
KATIACILENE,F,KATIACILENE (KTS),|CATIACILENE|KATIACILENE|
KATIAN,F,KATIAN (KTM),|CATIAN|KATIAN|
KATIANA,F,KATIANA (KT),|CATAINA|CATIANA|KATHIANA|KATIANA|KATIANNA|KATYANA|
KATIANI,F,KATIANI (KT),|CATIANI|CATIANY|KATHIANY|KATIANI|KATIANNY|KATIANY|
CATIANO,M,CATIANO (KT),|CATIANO|KATIANO|
KATIARA,F,KATIARA (KTR),|CATIARA|KATIARA|KATYARA|
KATICIANE,F,KATICIANE (KTS),|CATICIANE|KATICIANE|
KATICILENE,F,KATICILENE (KTS),|CATICILENE|KATICILENE|
KATIE,F,KATIE (KT),|CATIE|KATHIE|KATIE|KATYE|
KATIELE,F,KATIELE (KT),|CATIELE|CATILE|KATELE|KATHIELE|KATIELE|KATILE|KATLE|KATYELE|
KATIELI,F,KATIELI (KT),|CATIELI|CATIELY|KATELEY|KATELI|KATELY|KATHELEY|KATHELY|KATHIELI|KATHIELY|KATHLEY|KATHLY|KATIELI|KATIELY|KATILI|KATILY|KATLEI|KATLEY|KATLY|KATYELI|
KATIELLE,F,KATIELLE (KT),|CATIELLE|KATHIELLE|KATIELLE|KATYELLE|
KATIELLY,F,KATIELLY (KTI),|CATIELLI|CATIELLY|KATELLY|KATHELLY|KATHIELLY|KATIELLI|KATIELLY|KATILLY|KATLLY|KATYELLI|KATYELLY|
KATIENE,F,KATIENE (KT),|CATIENE|KATHIENE|KATIENE|KATYENE|
KATILA,F,KATILA (KTl),|CATILA|KATIELA|KATILA|KATLA|KATYLA|
KATILAINE,F,KATILAINE (KTl),|CATILAINE|KATILAINE|KATILIANE|
KATILANE,F,KATILANE (KTl),|CATILANE|KATILANE|
KATILCE,F,KATILCE (KTS),|CATILCE|KATILCE|
KATILCIA,F,KATILCIA (KTS),|CATILCIA|KATILCIA|
CATILEIA,F,CATILEIA (KTI),|CATILEIA|KATILEIA|
KATILENE,F,KATILENE (KT),|CATILENE|KATILENE|KATYLENE|
KATILUCIA,F,KATILUCIA (KTlS),|CATILUCIA|KATILUCIA|
KATINA,F,KATINA (KT),|CATINA|KATINA|
KATINE,F,KATINE (KT),|CATINE|KATINE|
KATIRENE,F,KATIRENE (KT),|CATIRENE|KATIRENE|
CATISILENE,F,CATISILENE (KTS),|CATISILENE|KATISILENE|KATISLENE|
CATITA,F,CATITA (KTT),|CATITA|
KATIUCA,F,KATIUCA (KTK),|CATIUCA|KATIUCA|
KATIUCE,F,KATIUCE (KTS),|CATIUCE|KATIUCE|KATYUCE|
KATIUSSA,F,KATIUSSA (KTS),|CATIUCHA|CATIUSSA|KATIUCHA|KATIUSHA|KATIUSSA|
KATIUCI,F,KATIUCI (KTS),|CATIUCI|KATIUCI|KATIUCY|
KATIUCIA,F,KATIUCIA (KTS),|CATIUCIA|KATHIUCIA|KATIUCIA|KATYUCIA|
KATIUSA,F,KATIUSA (KTS),|CATIUSA|CATIUZA|KATIUSA|KATIUZA|
KATIUSCA,F,KATIUSCA (KTSK),|CATIUSCA|KATIUSCA|KATIUSKA|KATYUSCA|
KATIUSCE,F,KATIUSCE (KTSS),|CATIUSCE|KATIUSCE|
KATIUSCIA,F,KATIUSCIA (KTSS),|CATIUSCIA|KATHIUSCIA|KATIUSCIA|KATYUSCIA|
KATIUSE,F,KATIUSE (KTS),|CATIUSE|KATIUSE|
KATIUSSI,F,KATIUSSI (KTS),|CATIUSSI|KATIUSSI|
KATIUSSIA,F,KATIUSSIA (KTS),|CATIUSSIA|KATIUSSIA|KATYUSSIA|
KATRIANA,F,KATRIANA (KTR),|CATRIANA|KATRIANA|
KATRIANE,F,KATRIANE (KTR),|CATRIANE|KATRIANE|
KATRICIA,F,KATRICIA (KTRS),|CATRICIA|KATRICIA|
KATRIEL,M,KATRIEL (KTR),|CATRIEL|KATRIEL|KATRYEL|
KATRIN,F,KATRIN (KTRM),|CATRIN|KATHREIN|KATHRIN|KATHRYN|KATRIN|KATRYN|
KATRINA,F,KATRINA (KTR),|CATRINA|KATRINA|
KATRINI,F,KATRINI (KTR),|CATRINI|CATRINY|KATRINI|KATRINNY|KATRINY|KATRYNI|
KATUCIA,F,KATUCIA (KTS),|CATUCIA|KATHUCIA|KATUCIA|
CATULO,M,CATULO (KTl),|CATULO|
CAUA,M,CAUA (K),|CAUA|KAAUA|KAHUA|KAUA|KAUAR|KAUHA|KHAUA|
KAUAI,M,KAUAI (K),|CAUAI|KAUAI|KAUAY|
KAUAN,M,KAUAN (KM),|CAUAM|CAUAN|CAUANN|KAHUAN|KAUAM|KAUAN|KAUANN|KAUHAN|KHAUAN|
KAUANA,F,KAUANA (K),|CAUANA|CAUANNA|KAUANA|KAUANNA|KAUHANA|KHAUANA|
KAUANE,F,KAUANE (K),|CAUANE|CAUANNE|KAUANE|KAUANNE|KHAUANE|
KAUANY,F,KAUANY (KI),|CAUANI|CAUANNI|CAUANNY|CAUANY|KAUANI|KAUANNI|KAUANNY|KAUANY|KAUHANY|KHAUANNY|KHAUANY|
CAUBI,M,CAUBI (KB),|CAUBI|CAUBIR|CAUBY|CAUDIR|KAUBI|
CAUDECIR,M,CAUDECIR (KDSR),|CAUDECIR|
CAUDENIR,M,CAUDENIR (KDR),|CAUDENIR|
CAUET,M,CAUET (KT),|CAUET|KAUET|
CAI,M,CAI (K),|CAI|CAII|CAUI|CIA|KAI|KAUEI|KAUI|KAY|
KAURY,M,KAURY (KI),|CAURI|KAURI|KAURY|
CAVALCANTE,M,CAVALCANTE (KVKT),|CAVALCANTE|
KAWAN,M,KAWAN (KVM),|CAWAM|CAWAN|KAWAM|KAWAN|KAWANN|KHAWAN|
KAWANA,F,KAWANA (KV),|CAWANA|KAWANA|KAWANNA|
CAXIAS,M,CAXIAS (KXS),|CAXIAS|
KAYO,M,KAYO (KI),|CAO|CAUO|CAYO|KAO|KAOR|KAYO|KHAYO|
CEA,F,CEA (S),|CEA|
CEANE,F,CEANE (S),|CEANE|KEANE|
KEDLEY,F,KEDLEY (KDI),|CEBELI|CEDELI|KEDLEI|KEDLEY|
CECERO,M,CECERO (SS),|CECERO|
CECI,F,CECI (SS),|CECI|CECIR|CECY|KECI|KECY|KEKI|
KECIANE,F,KECIANE (KS),|CECIANE|KECIANE|
CECIL,M,CECIL (SS),|CECIL|
CECILHA,F,CECILHA (SS1),|CECILA|CECILHA|KECILA|
CECILDA,F,CECILDA (SSD),|CECILDA|
CECILE,F,CECILE (SS),|CECILE|
CECILENE,F,CECILENE (SS),|CECILENE|KECILENE|
CECILI,F,CECILI (SS),|CECILI|CECILY|
CECILIA,F,CECILIA (SS),|CECELIA|CECIILIA|CECILHIA|CECILIA|CECILYA|CECLIA|CECYLIA|
CECILIANA,F,CECILIANA (SS),|CECILIANA|
CECILIANE,F,CECILIANE (SS),|CECILIANE|
CECILIANO,M,CECILIANO (SS),|CECILIANO|
CECILIO,M,CECILIO (SS),|CECILIO|
CECILLIA,F,CECILLIA (SS),|CECILLIA|
CECILMA,F,CECILMA (SSM),|CECILMA|
CECIMARA,F,CECIMARA (SSMR),|CECIMARA|
CECINA,F,CECINA (SS),|CECINA|CECINHA|CEKINA|
KECIO,M,KECIO (KS),|CECIO|KECIO|
CECIVALDO,M,CECIVALDO (SSVD),|CECIVALDO|
CEDALIA,F,CEDALIA (SD),|CEBILIA|CEDALIA|CEDILIA|
CEDENIR,M,CEDENIR (SDR),|CEDENI|CEDENIR|
CEDIANE,F,CEDIANE (SD),|CEDIANE|KEDIANE|
CEDIL,M,CEDIL (SD),|CEDIL|
CEBILA,F,CEBILA (SBl),|CEBILA|CEDILA|CEDILHA|KEDILA|KEDLA|
CEDILEIA,F,CEDILEIA (SDI),|CEDILEIA|
KEDIMA,F,KEDIMA (KDM),|CEDIMA|CEDIMAR|KEDIMA|KEDIMAR|KEDYMA|
KEDINA,F,KEDINA (KD),|CEDINA|KEDINA|KEDYNA|
CEDINEI,M,CEDINEI (SD),|CEDINEI|
CEDIO,M,CEDIO (SD),|CEDIO|
CEDIR,F,CEDIR (SDR),|CEDI|CEDIR|KEDI|KEDY|
KEDMA,F,KEDMA (KDM),|CEDMA|KEDMA|KEDMAR|
CEDOLINA,F,CEDOLINA (SD),|CEDOLINA|
CEDRIC,M,CEDRIC (SDRK),|CEDRIC|CEDRIK|
CEDRICK,M,CEDRICK (SDRKK),|CEDRICK|
CEDRIQUE,M,CEDRIQUE (SDRK),|CEDRIQUE|
CEFAS,M,CEFAS (SFS),|CEFAS|
CEFERINA,F,CEFERINA (SF),|CEFERINA|
CEFISA,F,CEFISA (SFS),|CEFISA|
CEFORA,F,CEFORA (SFR),|CEFORA|
CICA,F,CICA (SK),|CEICA|CICA|KEIKA|KIKA|
CIDE,M,CIDE (SD),|CEIDE|CIDE|KEIDE|KEYDE|
CILDA,F,CILDA (SD),|CAILDA|CEILDA|CELDA|CILDA|KELBA|KELDA|KILDA|
KEINA,F,KEINA (K),|CEINA|KEINA|KEYNA|
CEIR,M,CEIR (SR),|CEI|CEIR|CIR|KEI|KEY|
CEJANA,F,CEJANA (SJ),|CEJANA|
CEJANE,F,CEJANE (SJ),|CEJANE|
CLACI,F,CLACI (KlS),|CELACI|CLACI|CLACIR|CLACY|
CELIA,F,CELIA (S),|CALIA|CEILIA|CELAIR|CELHIA|CELIA|CIELIA|CILAIR|CILIA|CLAI|CLAIR|CLAUIR|CLAY|CLAYR|CLIA|KALIA|KEILIA|KELIA|KELYA|KILIA|KLAIR|KLAY|
CILANDIA,F,CILANDIA (SlD),|CELANDIA|CILANDIA|CLANDIA|KEILANDIA|
CELANIRA,F,CELANIRA (Sl),|CELANIRA|
CLAU,M,CLAU (Kl),|CELAU|CLAU|
KILDER,M,KILDER (KDR),|CEILDE|CELBER|CILDE|CLBER|KELBE|KELBER|KELDER|KILBER|KILDE|KILDER|KLBER|KYLDER|
CILCA,F,CILCA (SK),|CELCA|CILCA|
CELCI,F,CELCI (SS),|CELCI|CELCIR|CELCY|KELCI|KELCY|KELKY|
KELCIA,F,KELCIA (KS),|CELCIA|KELCIA|
KELCIANE,F,KELCIANE (KS),|CELCIANE|KELCIANE|KILCIANE|
CELCIMAR,M,CELCIMAR (SSMR),|CELCIMAR|KELCIMAR|
CELCINA,F,CELCINA (SS),|CELCINA|
CELCINO,M,CELCINO (SS),|CELCINO|
CELCIO,M,CELCIO (SS),|CELCIO|KELCIO|
KELCIONE,F,KELCIONE (KS),|CELCIONE|KELCIONE|
CELCO,M,CELCO (SK),|CELCO|CILCO|
CILDO,M,CILDO (SD),|CEILDO|CELDO|CIELDO|CILDO|KILDO|
CLEANE,F,CLEANE (K),|CALEANE|CELEANE|CILEANE|CLEANE|CLEANNE|KALEANE|KELEANE|KLEANE|
CLECI,F,CLECI (KS),|CELECI|CLECI|CLECIR|CLECY|
CELECINA,F,CELECINA (SS),|CELECINA|
CLEDINA,F,CLEDINA (KD),|CELEDINA|CLEDINA|KLEDINA|
CELEDONIO,M,CELEDONIO (SD),|CELEDONIO|
CLEIA,F,CLEIA (KI),|CELEIA|CILEIA|CLEIA|CLEYA|KLEIA|
CELEIDA,F,CELEIDA (SD),|CALIDA|CELEIDA|CELIDA|CILEIDA|CLEIBA|CLEIDA|KALIDA|KELIDA|
CLEIDO,M,CLEIDO (KD),|CELEIDO|CELIDO|CLEIBO|CLEIDO|
CLEMAR,M,CLEMAR (KMR),|CELEMAR|CILEMAR|CLEMA|CLEMAR|COLEMAR|
CELEMIAS,M,CELEMIAS (SMS),|CELEMIAS|
CLENIR,F,CLENIR (KR),|CELENI|CELENIR|CELENY|CILENI|CILENIR|CILENY|CLENEI|CLENI|CLENIR|CLENY|KALENI|KALENY|KLENI|
CLENIA,F,CLENIA (K),|CELENIA|CILENIA|CLENAIR|CLENIA|KALENIA|KLENIA|
CLENICE,F,CLENICE (KS),|CELENICE|CLENICE|
CLENILDA,F,CLENILDA (KD),|CELENILDA|CILENILDA|CLENILDA|
CLENILDE,F,CLENILDE (KD),|CELENILDE|CILENILDE|CLENILDE|
CLENILDO,M,CLENILDO (KD),|CELENILDO|CILENILDO|CLENALDO|CLENILDO|
CLENILSON,M,CLENILSON (KSM),|CELENILSON|CLENILSOM|CLENILSON|KLENILSON|
CLENIO,M,CLENIO (K),|CELENIO|CILENIO|CLENIO|KLENIO|
CELENITA,F,CELENITA (ST),|CELENITA|CLENITA|
CILENO,M,CILENO (S),|CELENO|CILENO|CLENO|CLENOR|
CELERINA,F,CELERINA (S),|CELERINA|CILERINA|
CELERINO,M,CELERINO (S),|CELERINO|CILERINO|
CLESIA,F,CLESIA (KS),|CELESIA|CELEZIA|CILESIA|CILEZIA|CLAESIA|CLESIA|CLEZIA|KLESIA|KLEZIA|
CLESIO,M,CLESIO (KS),|CELESIO|CELEZIO|CILESIO|CILEZIO|CLESIO|CLEZIO|KLESIO|KLEZIO|
CELESTE,F,CELESTE (SST),|CELESTE|CLESTER|
CELESTIA,F,CELESTIA (SST),|CELESTIA|
CELESTIANA,F,CELESTIANA (SST),|CELESTIANA|
CELESTIANE,F,CELESTIANE (SST),|CELESTIANE|
CELESTIANO,M,CELESTIANO (SST),|CELESTIANO|CLESTIANO|
CELESTINA,F,CELESTINA (SST),|CELESTINA|
CELESTINO,M,CELESTINO (SST),|CELESTINO|
CELESTRINA,F,CELESTRINA (SSTR),|CELESTRINA|
CELESTRINO,M,CELESTRINO (SSTR),|CELESTRINO|
CLEUSA,F,CLEUSA (KS),|CELEUZA|CILEUSA|CILEUZA|CLEUSA|CLEUZA|KLEUSA|KLEUZA|
CLAIMAR,M,CLAIMAR (KlMR),|CELIAMAR|CLAIMAR|
CELICINA,F,CELICINA (SS),|CELICINA|
CELICLEIDE,F,CELICLEIDE (SKD),|CELICLEIDE|
CELIDALVA,F,CELIDALVA (SDV),|CELIDALVA|
CLEIDIA,F,CLEIDIA (KD),|CELIDIA|CLEIBIA|CLEIDIA|CLIDIA|KALIDIA|
CELIDIO,M,CELIDIO (SD),|CELIDIO|CLEIBIO|CLEIDIO|CLIDIO|
CELIDONIA,F,CELIDONIA (SD),|CELIDONIA|
CELIDONIO,M,CELIDONIO (SD),|CELIDONIO|
CELIETE,F,CELIETE (ST),|CELIETE|
CELIJANE,F,CELIJANE (SJ),|CELIJANE|CLEIJANE|KELIJANE|
CLEILDA,F,CLEILDA (KD),|CELILDA|CLAILDA|CLEILDA|CLELDA|
CLELIA,F,CLELIA (K),|CELILIA|CELLIA|CLEILIA|CLELIA|KELLIA|KELLYA|KLELIA|
CLEIMAR,F,CLEIMAR (KMR),|CALIMA|CELIMA|CELIMAR|CILEIMAR|CLEIMA|CLEIMAR|CLIMAR|KEILIMAR|KELIMA|KELIMAR|
CELIMARA,F,CELIMARA (SMR),|CELIMARA|CLEIMARA|KELIMARA|
CELIMARIA,F,CELIMARIA (SMR),|CELIMARIA|
CLIMARIO,M,CLIMARIO (KMR),|CELIMARIO|CLIMARIO|
CELINALDO,M,CELINALDO (SD),|CELINALDO|CLEINALDO|CLEINILDO|CLINALDO|
CELINALVA,F,CELINALVA (SV),|CELINALVA|
CLEINARA,F,CLEINARA (KR),|CELINARA|CLEINARA|
CELINDA,F,CELINDA (SD),|CALINDA|CELINDA|KALINDA|
CELINEIA,F,CELINEIA (SI),|CELINEIA|CLINEIA|
CELINEIDE,F,CELINEIDE (SD),|CELINEIDE|CLINEIDE|
CELINETE,F,CELINETE (ST),|CELINETE|
CELIOMAR,M,CELIOMAR (SMR),|CELIOMAR|CILIOMAR|CLEIOMAR|CLIOMAR|KELIOMAR|
CELIONE,F,CELIONE (S),|CELIONE|CILIONE|
CELIRA,F,CELIRA (S),|CELIRA|CILIRA|CLEIRA|
CELIRIA,F,CELIRIA (S),|CELIRIA|CILIRIA|KALIRIA|
CELIS,F,CELIS (SS),|CELIS|CILIS|CLEIS|CLEYS|CLIS|KELIS|KELYS|
CELISANGELA,F,CELISANGELA (SSJl),|CELISANGELA|CELIZANGELA|KELISANGELA|
CLISIA,F,CLISIA (KS),|CELISIA|CELIZIA|CLEISIA|CLISIA|CLIZIA|KALISIA|KLISIA|
CLEISSE,F,CLEISSE (KS),|CELISSE|CLEISSE|CLISSE|KLEISSE|
CELISVALDO,M,CELISVALDO (SSVD),|CELISVALDO|
CELISVANIA,F,CELISVANIA (SSV),|CELISVANIA|
CLEITE,F,CLEITE (KT),|CELITE|CLEITE|CLEITER|
CLEITO,M,CLEITO (KT),|CALITO|CELITO|CLEITO|CLEITOR|CLEYTO|CLITO|KALITO|KELITO|KLEITO|
CELIVALDA,F,CELIVALDA (SVD),|CELIVALDA|
CELIVALDO,M,CELIVALDO (SVD),|CELIVALDO|CLEIVALDO|CLIVALDO|
CLEIVAN,M,CLEIVAN (KVM),|CELIVAN|CLEIVAM|CLEIVAN|
CLEIVANE,F,CLEIVANE (KV),|CELIVANE|CLEIVANE|
CELIVANIA,F,CELIVANIA (SV),|CELIVANIA|CLEIVANIA|CLIVANIA|KELIVANIA|
CELIZETE,F,CELIZETE (SZT),|CELIZETE|CLISETE|
KALLINA,F,KALLINA (K),|CALOLINA|CELLINA|KALLINA|KALLYNA|
CILMARA,F,CILMARA (SMR),|CELMARA|CILMARA|CYLMARA|KELMARA|KILMARA|
CILMARIA,F,CILMARIA (SMR),|CELMARIA|CILMARIA|
CELME,M,CELME (SM),|CELME|KELME|KELMER|KILME|KILMER|
CELMIRO,M,CELMIRO (SM),|CELMIRO|
CELMO,M,CELMO (SM),|CALMO|CELMO|KELMO|
CELNA,F,CELNA (S),|CELNA|
CELOI,F,CELOI (Sl),|CELOI|CELOIR|CELOY|CLOI|CLOIR|
CELOMAR,M,CELOMAR (SlMR),|CELOMAR|CILOMAR|CLOMAR|
CELONI,F,CELONI (Sl),|CELONI|CELONIR|CILONI|CLONI|CLONIR|
CELSA,F,CELSA (SS),|CEILZA|CELSA|CELZA|CILSA|CILZA|KELSA|KILSA|KILZA|KYLZA|
CELSI,F,CELSI (SS),|CELSI|KELSEY|KELSI|KELSY|
KELSIA,F,KELSIA (KS),|CELSIA|KELSIA|
KELSIANE,F,KELSIANE (KS),|CELSIANE|KELSIANE|
KELSILENE,F,KELSILENE (KS),|CELSILENE|KELSILENE|
CELSIMAR,M,CELSIMAR (SSMR),|CELSIMAR|
CELSINA,F,CELSINA (SS),|CELSINA|
CELSINO,M,CELSINO (SS),|CELSINO|
CELSIO,M,CELSIO (SS),|CELSIO|KELSIO|
CELSO,M,CELSO (SS),|CELSO|CELZO|CILSO|KELSO|
CELSOMAR,M,CELSOMAR (SSMR),|CELSOMAR|
CELSSO,M,CELSSO (SS),|CELSSO|
CELUCIA,F,CELUCIA (SlS),|CELUCIA|
CLUSA,F,CLUSA (KlS),|CELUSA|CELUZA|CLUSA|CLUZA|
CELUTA,F,CELUTA (SlT),|CELUTA|
CELUZIA,F,CELUZIA (SlZ),|CELUZIA|
CELVINA,F,CELVINA (SV),|CELVINA|CILVINA|
KELVIO,M,KELVIO (KV),|CELVIO|CILVIO|KELVIO|KILVIO|
CEMA,F,CEMA (SM),|CEMA|CEMAR|
CEMARA,F,CEMARA (SMR),|CEMARA|
CEMI,F,CEMI (SM),|CEMI|CEMIR|KEMI|KEMY|
KEMILA,F,KEMILA (KMl),|CEMILA|KEMELA|KEMILA|
CEMILDA,F,CEMILDA (SMD),|CEMILDA|
CEMILDO,M,CEMILDO (SMD),|CEMILDO|
CEMILTON,M,CEMILTON (SMTM),|CEMILTON|
CEMIRA,F,CEMIRA (SM),|CEMIRA|
CEMIRAMES,F,CEMIRAMES (SMMS),|CEMIRAMES|
CEMIRAMIS,F,CEMIRAMIS (SMMS),|CEMIRAMIS|
KENIA,F,KENIA (K),|CENAIR|CENIA|KAENIA|KENAI|KENAY|KENIA|KENNAY|KENNIA|KENNYA|KENYA|KHENIA|
CENARA,F,CENARA (SR),|CENARA|
KENDI,M,KENDI (KD),|CENDI|CENDY|KENDI|KENDY|KENNDY|
KENIDE,M,KENIDE (KD),|CENEIDE|KENIDE|KENNIDE|
CENELI,F,CENELI (S),|CENELI|KENELI|KENELY|KENILI|KENILY|
CENI,F,CENI (S),|CENEI|CENEIR|CENI|CENIR|CENY|CENYR|KAENI|KAENNY|KAENY|KENEY|KENI|KENNEY|KENNI|KENNY|KENUI|KENUY|KENY|
CENICE,F,CENICE (SS),|CENICE|
KENIEL,M,KENIEL (K),|CENIL|KENIEL|
CENILA,F,CENILA (Sl),|CENILA|
CENILCE,F,CENILCE (SS),|CENILCE|
CENILDA,F,CENILDA (SD),|CENILDA|
CENILDE,F,CENILDE (SD),|CENILDE|
CENILDES,F,CENILDES (SDS),|CENILDES|
CENILDO,M,CENILDO (SD),|CENILDO|
CENILMA,F,CENILMA (SM),|CENILMA|
CENILO,M,CENILO (Sl),|CENILO|
CENILSON,M,CENILSON (SSM),|CENILSON|KENILSON|
CENILTON,M,CENILTON (STM),|CENILTON|
CENILZA,F,CENILZA (SZ),|CENILZA|
KENIO,M,KENIO (K),|CENIO|KENIO|KENNIO|
CENIRA,F,CENIRA (S),|CENIRA|CENYRA|
CENIRIA,F,CENIRIA (S),|CENIRIA|
CENIRO,M,CENIRO (S),|CENIRO|
CENISE,F,CENISE (SS),|CENISE|CENIZE|
CENITA,F,CENITA (ST),|CENITA|
CENIVAL,M,CENIVAL (SV),|CENIVAL|
CENIVALDO,M,CENIVALDO (SVD),|CENIVALDO|
